Damage,AC_Mass,Num_ENGS,Month,Year,Day,Night,Dawn,Height,Speed,Sky_NoCloud,Sky_Overcast,Fog,Rain,Seen_1,Seen_2to10,Seen_11to100,Struck_1,Struck_2to10,Struck_11to100,Size_Small,Size_Medium
0,2,2,11,2010,0,1,0,3,28,0,0,0,1,0,1,0,1,0,0,0,0
0,4,2,10,2010,1,0,0,200,135,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,10,2010,0,1,0,200,140,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2010,1,0,0,5000,250,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2010,0,0,1,300,,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2010,1,0,0,200,140,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2010,1,0,0,10,130,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2010,1,0,0,3000,210,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2010,1,0,0,1500,245,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2010,1,0,0,100,134,1,0,0,0,0,1,0,0,1,0,1,0
0,2,2,8,2010,1,0,0,0,,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2010,1,0,0,0,100,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2010,1,0,0,0,120,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,300,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,0,1,0,300,170,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,0,100,0,0,0,0,0,1,0,1,0,0,1,0
1,2,2,7,2010,1,0,0,75,85,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,0,100,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,20,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,500,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,0,143,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2010,1,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0
1,2,2,6,2010,1,0,0,0,30,1,0,0,0,0,1,0,1,0,0,0,0
0,4,2,5,2010,1,0,0,0,,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2010,1,0,0,4000,250,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2010,0,1,0,3000,220,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,5,2010,1,0,0,100,140,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,5,2010,1,0,0,150,200,0,1,0,1,0,1,0,0,1,0,1,0
0,4,2,5,2010,1,0,0,10,150,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2010,1,0,0,50,145,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2010,1,0,0,1700,160,1,0,0,0,0,1,0,0,1,0,1,0
0,5,4,5,2010,0,1,0,300,145,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2010,1,0,0,100,129,1,0,0,0,1,0,0,1,0,0,0,1
0,2,2,4,2010,1,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2010,1,0,0,3150,235,0,0,0,0,1,0,0,1,0,0,0,1
0,2,1,3,2010,1,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,3,2010,1,0,0,5,135,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,3,2010,1,0,0,100,135,1,0,0,0,0,1,0,1,0,0,1,0
0,2,2,3,2010,0,1,0,0,80,1,0,0,0,0,1,0,1,0,0,0,0
0,4,2,3,2010,0,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0
0,4,2,2,2010,1,0,0,30,125,0,0,0,0,0,1,0,1,0,0,0,1
0,4,2,2,2010,1,0,0,0,,0,1,0,0,1,0,0,1,0,0,0,1
0,4,2,2,2010,1,0,0,0,130,0,0,0,0,0,1,0,1,0,0,0,1
0,4,2,1,2010,1,0,0,0,80,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,1,2010,1,0,0,0,140,0,0,0,0,1,0,0,1,0,0,0,1
1,2,2,12,2009,1,0,0,800,150,1,0,0,0,1,0,0,1,0,0,0,1
1,4,2,12,2009,1,0,0,30,140,1,0,0,0,0,0,1,0,1,0,1,0
0,4,2,11,2009,0,0,0,300,135,0,1,0,0,0,0,1,1,0,0,0,1
0,4,2,11,2009,0,1,0,2500,210,1,0,0,0,1,0,0,1,0,0,0,1
0,3,2,10,2009,0,1,0,1500,200,0,0,0,0,1,0,0,1,0,0,0,1
1,4,2,10,2009,0,1,0,6200,250,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,10,2009,0,1,0,2500,170,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,10,2009,0,1,0,5000,250,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,10,2009,0,1,0,3000,190,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,10,2009,1,0,0,75,,0,1,0,1,0,1,0,0,1,0,0,1
0,4,2,9,2009,1,0,0,0,100,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2009,1,0,0,2000,165,0,0,0,0,1,0,0,1,0,0,0,1
1,1,2,9,2009,0,1,0,0,50,0,1,0,0,0,1,0,1,0,0,0,0
0,4,2,9,2009,1,0,0,200,132,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2009,1,0,0,100,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2009,1,0,0,200,135,0,1,0,0,1,0,0,1,0,0,0,1
0,4,2,8,2009,1,0,0,50,145,1,0,0,0,1,0,0,1,0,0,0,1
0,2,2,8,2009,1,0,0,500,120,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2009,1,0,0,1000,135,0,0,0,0,1,0,0,1,0,0,1,0
0,2,1,8,2009,1,0,0,0,,0,1,0,0,1,0,0,1,0,0,1,0
1,4,2,8,2009,1,0,0,500,135,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2009,1,0,0,0,95,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2009,1,0,0,0,110,0,0,0,0,1,0,0,1,0,0,1,0
0,3,2,8,2009,1,0,0,500,150,1,0,0,0,1,0,0,1,0,0,1,0
0,3,2,8,2009,1,0,0,,,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2009,1,0,0,800,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2009,0,1,0,2400,170,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,8,2009,1,0,0,0,95,1,0,0,0,0,1,0,1,0,0,1,0
0,2,1,7,2009,1,0,0,0,80,0,0,0,0,0,1,0,1,0,0,1,0
0,3,2,7,2009,0,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2009,0,1,0,0,130,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2009,1,0,0,100,130,0,0,0,0,1,0,0,0,1,0,0,0
0,4,2,7,2009,1,0,0,100,130,0,0,0,1,1,0,0,1,0,0,1,0
0,4,2,7,2009,1,0,0,0,130,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,7,2009,1,0,0,200,135,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2009,1,0,0,500,145,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2009,1,0,0,0,100,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,6,2009,1,0,0,400,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,6,2009,1,0,0,300,160,0,1,0,1,1,0,0,1,0,0,1,0
0,4,2,6,2009,1,0,0,0,60,0,0,0,0,1,0,0,0,1,0,1,0
0,4,2,5,2009,1,0,0,30,130,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2009,1,0,0,0,130,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2009,0,1,0,3000,220,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2009,1,0,0,50,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2009,0,1,0,2000,180,0,0,0,0,0,1,0,0,1,0,0,1
0,1,2,4,2009,1,0,0,0,100,0,1,0,0,0,0,1,0,1,0,0,1
1,3,2,3,2009,1,0,0,50,140,0,1,0,1,0,0,1,1,0,0,0,1
1,1,1,3,2009,0,1,0,0,40,0,0,0,0,0,1,0,1,0,0,0,0
0,4,2,3,2009,1,0,0,800,145,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,3,2009,1,0,0,1000,210,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,11,2008,0,0,0,4000,250,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,11,2008,1,0,0,9000,250,1,0,0,0,0,1,0,0,1,0,0,1
0,4,2,10,2008,0,1,0,2850,240,1,0,0,0,1,0,0,1,0,0,0,1
0,1,1,10,2008,0,1,0,0,,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,10,2008,0,1,0,8800,245,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,10,2008,0,1,0,1000,130,1,0,0,0,1,0,0,1,0,0,0,1
1,1,1,9,2008,1,0,0,1300,100,1,0,0,0,1,0,0,1,0,0,0,1
0,3,2,9,2008,0,1,0,200,175,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2008,1,0,0,800,136,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2008,1,0,0,300,130,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2008,0,1,0,4000,210,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2008,1,0,0,100,130,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2008,1,0,0,200,140,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2008,1,0,0,50,130,0,0,0,0,0,0,1,0,1,0,1,0
0,4,2,7,2008,1,0,0,10,125,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2008,1,0,0,800,165,1,0,0,0,1,0,0,1,0,0,1,0
0,2,2,7,2008,1,0,0,0,3,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2008,1,0,0,50,140,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2008,1,0,0,50,145,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2008,1,0,0,100,170,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,5,2008,0,1,0,800,140,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2008,1,0,0,200,170,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2008,0,1,0,2000,210,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2008,1,0,0,10,130,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,5,2008,0,0,1,0,135,0,1,0,1,1,0,0,1,0,0,1,0
0,4,2,4,2008,1,0,0,200,130,1,0,0,0,0,1,0,1,0,0,0,1
0,4,2,3,2008,1,0,0,0,120,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,3,2008,1,0,0,5,54,1,0,0,0,0,0,1,1,0,0,0,1
0,4,2,2,2008,1,0,0,100,130,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,12,2007,0,1,0,1000,135,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,12,2007,1,0,0,500,140,0,1,0,0,0,1,0,1,0,0,1,0
0,4,2,11,2007,1,0,0,400,130,0,0,0,0,0,0,1,0,1,0,1,0
0,4,2,11,2007,1,0,0,2000,180,1,0,0,0,0,1,0,1,0,0,0,0
0,4,2,11,2007,0,1,0,2000,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2007,0,1,0,500,132,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2007,0,1,0,500,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2007,1,0,0,200,160,1,0,0,0,0,0,1,1,0,0,1,0
0,4,2,10,2007,0,1,0,5000,200,0,0,0,0,1,0,0,1,0,0,0,0
0,4,2,10,2007,1,0,0,0,90,1,0,0,0,1,0,0,1,0,0,1,0
1,1,1,9,2007,1,0,0,1000,100,1,0,0,0,0,1,0,1,0,0,0,0
0,1,1,9,2007,1,0,0,800,105,0,0,0,0,0,1,0,0,1,0,0,0
0,4,2,9,2007,0,1,0,1500,155,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2007,0,1,0,2500,190,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2007,0,1,0,500,125,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2007,1,0,0,500,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2007,0,1,0,3500,250,1,0,0,0,0,1,0,0,1,0,0,1
1,4,2,8,2007,1,0,0,150,130,0,0,1,0,1,0,0,1,0,0,1,0
0,4,2,8,2007,1,0,0,150,160,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,8,2007,1,0,0,0,140,0,0,0,0,1,0,0,1,0,0,1,0
1,2,2,7,2007,1,0,0,10,100,1,0,0,0,0,0,1,0,1,0,1,0
1,3,2,7,2007,1,0,0,10,100,0,0,0,0,1,0,0,1,0,0,0,0
0,4,2,7,2007,0,0,1,500,160,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2007,1,0,0,100,135,0,0,0,0,0,0,0,0,1,0,1,0
0,4,2,7,2007,1,0,0,,,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2007,1,0,0,50,130,0,0,0,0,1,0,0,1,0,0,1,0
0,3,3,6,2007,1,0,0,,,0,0,0,0,1,0,0,1,0,0,1,0
1,1,1,6,2007,1,0,0,1500,150,1,0,0,0,1,0,0,1,0,0,0,0
0,4,2,4,2007,0,1,0,500,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2007,0,1,0,3000,160,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2007,1,0,0,0,120,0,1,0,0,1,0,0,1,0,0,1,0
1,4,2,3,2007,0,1,0,2000,130,0,1,0,1,0,1,0,1,0,0,1,0
0,4,2,3,2007,1,0,0,50,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,2,2007,1,0,0,100,140,0,0,0,0,0,0,1,0,1,0,1,0
1,2,2,12,2006,1,0,0,1000,,0,1,0,0,0,1,0,1,0,0,0,1
0,1,1,12,2006,1,0,0,750,70,1,0,0,0,0,1,0,1,0,0,0,1
0,3,2,11,2006,0,0,1,0,,0,0,1,0,1,0,0,1,0,0,0,0
0,4,2,11,2006,0,1,0,2850,210,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,11,2006,0,1,0,400,130,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,9,2006,0,1,0,500,100,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2006,1,0,0,400,145,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2006,1,0,0,1000,140,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2006,1,0,0,10,135,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,8,2006,0,1,0,3000,165,1,0,0,0,1,0,0,1,0,0,1,0
1,4,2,8,2006,1,0,0,450,,0,0,0,0,0,0,1,0,0,1,1,0
0,4,2,8,2006,1,0,0,500,160,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,6,2006,0,1,0,1500,220,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2006,1,0,0,0,,1,0,0,0,0,1,0,1,0,0,1,0
1,3,2,11,2005,0,0,0,2000,200,1,0,0,1,0,1,0,1,0,0,0,1
0,4,2,11,2005,0,1,0,500,,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2005,0,1,0,1500,180,1,0,0,0,1,0,0,1,0,0,0,1
1,4,2,10,2005,0,1,0,3850,210,0,0,0,0,0,1,0,0,1,0,0,0
0,4,2,10,2005,0,1,0,800,135,0,1,0,1,1,0,0,1,0,0,1,0
0,4,2,9,2005,0,1,0,2000,210,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2005,1,0,0,25,160,1,0,0,0,0,0,1,0,1,0,1,0
0,4,2,9,2005,1,0,0,200,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2005,1,0,0,200,140,1,0,0,0,0,1,0,0,1,0,1,0
0,2,2,8,2005,1,0,0,600,120,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2005,0,1,0,50,140,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2005,1,0,0,50,137,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2005,1,0,0,200,,1,0,0,0,0,0,1,0,1,0,1,0
0,4,2,8,2005,1,0,0,10,126,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2005,1,0,0,100,155,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2005,1,0,0,20,125,1,0,0,0,0,0,1,0,0,1,1,0
0,4,2,8,2005,0,0,0,0,130,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,7,2005,1,0,0,10,135,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2005,1,0,0,10,133,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2005,0,1,0,5000,250,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2005,1,0,0,10,150,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,5,2005,1,0,0,0,100,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2005,1,0,0,2000,190,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2005,1,0,0,10,130,1,0,0,0,0,1,0,1,0,0,1,0
0,2,2,4,2005,1,0,0,,,0,0,0,0,0,1,0,0,1,0,0,1
1,4,2,4,2005,0,1,0,1700,170,1,0,0,0,1,0,0,1,0,0,0,1
0,2,2,3,2005,1,0,0,80,98,0,1,0,1,0,0,1,0,1,0,0,1
0,4,2,2,2005,1,0,0,15,145,0,0,0,0,0,0,1,1,0,0,0,1
0,4,2,2,2005,1,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,1,2005,1,0,0,200,180,0,0,0,0,0,1,0,1,0,0,0,1
1,4,2,11,2004,1,0,0,1500,150,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,11,2004,0,0,0,3000,230,1,0,0,0,1,0,0,1,0,0,0,1
1,4,2,11,2004,0,1,0,1500,,1,0,0,0,1,0,0,1,0,0,0,1
1,4,2,11,2004,0,1,0,2500,230,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2004,1,0,0,100,130,0,1,1,1,1,0,0,1,0,0,1,0
0,4,2,10,2004,0,1,0,50,140,0,1,0,0,1,0,0,1,0,0,0,1
0,4,2,10,2004,1,0,0,800,180,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,10,2004,0,0,1,300,150,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2004,0,1,0,3000,210,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,9,2004,1,0,0,0,145,0,0,0,0,0,1,0,0,1,0,1,0
1,2,2,9,2004,1,0,0,,,0,1,0,1,0,1,0,0,1,0,1,0
0,4,2,9,2004,1,0,0,0,100,0,1,0,1,1,0,0,1,0,0,1,0
0,4,2,8,2004,1,0,0,300,132,1,0,0,0,0,1,0,0,1,0,1,0
0,4,2,8,2004,1,0,0,0,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2004,1,0,0,0,150,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,7,2004,0,0,0,100,135,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2004,1,0,0,0,140,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2004,0,0,1,0,140,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2004,1,0,0,500,110,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2004,1,0,0,0,130,0,1,0,0,0,1,0,1,0,0,0,1
0,4,2,7,2004,0,0,0,50,140,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,6,2004,1,0,0,0,,1,0,0,0,0,0,1,0,0,1,1,0
0,4,2,5,2004,1,0,0,2000,210,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,4,2004,0,1,0,3000,230,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,3,2004,1,0,0,0,130,0,1,0,0,0,1,0,0,1,0,0,1
0,4,2,3,2004,0,1,0,500,250,1,0,0,0,1,0,0,1,0,0,0,0
0,2,2,3,2004,1,0,0,0,,0,1,0,1,0,1,0,0,1,0,0,1
0,4,2,2,2004,1,0,0,1000,145,1,0,0,0,0,1,0,1,0,0,0,0
0,4,2,1,2004,1,0,0,300,170,0,0,0,0,0,1,0,0,1,0,1,0
1,2,2,12,2003,1,0,0,700,,0,1,1,0,0,1,0,1,0,0,0,1
1,2,2,10,2003,1,0,0,1000,110,1,0,0,0,0,0,1,1,0,0,0,0
0,4,2,9,2003,1,0,0,0,135,0,1,0,0,0,1,0,1,0,0,1,0
1,3,2,9,2003,1,0,0,100,110,0,0,0,0,0,0,1,0,1,0,1,0
0,4,2,9,2003,1,0,0,300,135,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,9,2003,1,0,0,300,140,0,1,0,1,1,0,0,1,0,0,1,0
0,4,2,8,2003,0,0,0,0,80,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2003,1,0,0,100,155,1,0,0,0,0,1,0,0,1,0,1,0
0,4,3,8,2003,1,0,0,0,100,1,0,0,0,0,1,0,1,0,0,0,1
0,4,2,8,2003,1,0,0,200,140,0,1,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2003,1,0,0,0,140,0,1,0,0,0,0,1,0,1,0,1,0
1,4,2,7,2003,1,0,0,0,120,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,7,2003,1,0,0,0,140,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2003,1,0,0,400,130,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,6,2003,1,0,0,100,135,0,1,0,0,1,0,0,1,0,0,1,0
0,4,3,6,2003,0,1,0,300,180,0,0,1,0,1,0,0,1,0,0,0,0
1,2,2,6,2003,1,0,0,1500,130,1,0,0,0,1,0,0,1,0,0,0,0
0,4,2,6,2003,1,0,0,300,145,1,0,0,0,1,0,0,1,0,0,1,0
0,1,2,5,2003,1,0,0,0,100,0,1,0,0,0,1,0,1,0,0,0,0
0,3,2,5,2003,1,0,0,50,120,0,1,1,0,0,1,0,0,1,0,0,1
0,4,2,5,2003,1,0,0,3000,200,1,0,0,0,0,1,0,1,0,0,0,1
0,3,2,4,2003,1,0,0,50,130,1,0,0,0,0,0,0,0,1,0,0,1
1,3,2,4,2003,1,0,0,20,102,0,0,0,0,1,0,0,1,0,0,0,1
1,1,1,4,2003,1,0,0,1500,110,1,0,0,0,1,0,0,1,0,0,0,0
0,4,2,4,2003,1,0,0,,,0,1,1,0,0,1,0,0,1,0,0,1
0,4,2,3,2003,0,1,0,4000,180,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,3,2003,1,0,0,30,127,1,0,0,0,0,1,0,1,0,0,0,1
0,4,2,1,2003,0,1,0,300,130,1,0,0,0,0,1,0,1,0,0,0,1
0,3,2,11,2002,0,1,0,500,150,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,11,2002,0,1,0,3900,210,1,0,0,0,0,1,0,1,0,0,0,1
0,4,2,10,2002,1,0,0,0,140,0,1,0,1,0,1,0,1,0,0,0,1
1,4,2,10,2002,1,0,0,2500,190,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2002,0,1,0,1800,150,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,9,2002,1,0,0,100,130,0,1,1,0,1,0,0,1,0,0,0,1
0,4,2,9,2002,0,1,0,5000,230,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,8,2002,1,0,0,200,140,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2002,1,0,0,0,100,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,8,2002,1,0,0,5000,250,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2002,1,0,0,0,,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2002,1,0,0,20,132,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,8,2002,1,0,0,10,145,0,0,0,0,0,1,0,0,1,0,1,0
0,4,2,8,2002,1,0,0,0,145,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,8,2002,1,0,0,0,,1,0,0,0,1,0,0,1,0,0,1,0
1,1,2,8,2002,1,0,0,0,,0,0,0,0,1,0,0,1,0,0,0,0
0,4,2,7,2002,0,1,0,2000,130,0,1,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2002,1,0,0,100,140,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,7,2002,1,0,0,200,140,0,1,0,0,0,1,0,1,0,0,1,0
1,2,2,6,2002,1,0,0,50,130,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,6,2002,1,0,0,0,135,0,0,0,0,0,1,0,1,0,0,0,1
0,4,2,5,2002,0,1,0,3700,220,1,0,0,0,1,0,0,1,0,0,1,0
0,4,2,5,2002,1,0,0,300,180,0,0,0,0,0,1,0,1,0,0,0,1
0,4,2,4,2002,0,1,0,1000,130,1,0,0,0,0,1,0,0,1,0,1,0
1,3,2,4,2002,1,0,0,10,123,1,0,0,0,0,1,0,1,0,0,0,1
0,4,2,4,2002,0,1,0,2500,210,0,0,0,0,1,0,0,1,0,0,1,0
0,4,2,3,2002,0,1,0,800,160,1,0,0,0,1,0,0,1,0,0,0,1
1,4,2,3,2002,0,0,0,4000,210,1,0,0,0,0,1,0,0,1,0,0,0
0,1,1,3,2002,1,0,0,20,65,0,0,0,0,0,1,0,1,0,0,0,1
1,4,2,3,2002,0,0,1,50,140,0,1,0,1,0,0,1,0,0,1,0,1
0,3,2,3,2002,1,0,0,50,100,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,2,2002,1,0,0,0,135,0,0,0,0,1,0,0,1,0,0,0,1
1,1,2,1,2002,1,0,0,2000,150,1,0,0,0,1,0,0,1,0,0,0,0
1,4,2,11,2001,1,0,0,0,150,0,0,0,0,1,0,0,1,0,0,0,1
0,4,2,10,2001,1,0,0,,200,1,0,0,0,1,0,0,1,0,0,1,0
0,3,2,9,2001,0,1,0,2500,220,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2001,0,1,0,2000,130,0,0,0,0,1,0,0,1,0,0,0,1
0,1,1,9,2001,1,0,0,50,80,0,1,0,1,0,1,0,1,0,0,0,1
0,4,3,9,2001,0,1,0,800,140,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,9,2001,1,0,0,350,120,1,0,0,0,0,1,0,1,0,0,1,0
0,4,2,9,2001,0,1,0,5,130,0,0,0,0,1,0,0,1,0,0,1,0
0,4,3,8,2001,0,1,0,50,130,0,0,0,0,0,0,1,1,0,0,0,0
0,4,3,8,2001,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0
0,3,2,8,2001,1,0,0,0,70,1,0,0,0,0,1,0,1,0,0,1,0
0,3,2,8,2001,1,0,0,50,138,0,1,0,0,0,0,1,0,1,0,1,0
0,4,2,8,2001,1,0,0,0,130,1,0,0,0,1,0,0,1,0,0,0,1
0,4,2,8,2001,0,0,1,1100,220,0,0,0,0,0,1,0,1,0,0,1,0
0,4,2,7,2001,1,0,0,0,135,0,0,0,0,1,0,0,1,0,0,1,0
